ID,"FS name",FS macro region,"From","Link type","To","Description"
1888,"Highland Mixed",SSA,"Low access to credit","Leads to","Reduced crop productivity/failure","Farmers are short of cash to buy basic agricultural inputs, particularly improved breeds, fertilizers, seeds and irrigation equipment. Limited use of these critical inputs has not only affected productivity but also facilitated nutrient mining, deforestation and over- exploitation of resources. Cutting"
1889,"Highland Mixed",SSA,"High prevalence of land degradation","Leads to","Soil erosion","North African subsystem is affected by extensive land degradation. Illegal logging is a major challenge in the Angolan and Cameroon highlands, causing erosion and downstream siltation"
1890,"Highland Mixed",SSA,"High levels of deforestation","Leads to","Land degradation","Low energy connectivity in the highlands and increasing population will put additional pressure on fuelwood sources and increase the rate of deforestation  leading to degradation of farmlands."
1891,"Highland Mixed",SSA,"High disease prevalence","Leads to","Reduced crop productivity/failure","Crop diseases can have a large impact on agricultural productivity."
1892,"Highland Mixed",SSA,"High disease prevalence","Leads to","Reduced produce quality","As agriculture struggles to support the rapidly growing global population, plant disease reduces the production and quality of food, fibre and biofuel crops ."
1893,"Highland Mixed",SSA,"Fragmented landscapes","Leads to","Limited access to markets","The highland system is characterised by fragmented landscapes and poor infrastructure development which reduces access to markets and high production costs"
1894,"Highland Mixed",SSA,"Inadequate agri research and development","Leads to","Increase in food insecurity","Though variable in research capacity and impact, national research systems have been developing improved crop varieties, livestock breeds, agricultural mechanization, post-harvest inter- vention and other technologies. Yet there is very limited growth in the agricultural sector or increase in crop and livestock productivity"
1895,"Highland Mixed",SSA,"Lack of road infrastructure","Leads to","Reduced produce quality","The highland mixed farming system  is heavily constrained by poor infrastructure, limited market opportunities leading to poor quality produce due to delays in transportation."
1896,"Highland Mixed",SSA,"High poverty levels 






","Leads to","Increase in food insecurity","Poverty and growing inequality is one of the underlying causes of food insecurity. Poverty erodes or nullifies the rights to adequate food, housing, health, safe water, education and others."
1897,"Highland Mixed",SSA,"Demographic pressure on land","Leads to","Land degradation","The highland mixed farming system  is heavily constrained by land degradation due to demographic pressure on land caused by high population density."
1898,"Highland Mixed",SSA,"Reliance on rainfed agriculture","Leads to","Reduced crop productivity/failure","Most of the highland sub-systems  and food crops are grown under rainfed conditions and will be highly susceptible to future changes in soil moisture availability, leading to reduced crop production."
1899,"Highland Mixed",SSA,"Small farm size","Leads to","Reduced crop productivity/failure","The average farm size is 1.6 ha per household and about 0.3 ha per person.  In Mozambique, low agricultural productivity and growth is linked with small farm size and limited investment in infrastructure and technologies for production efficiency, among others."
1900,"Highland Mixed",SSA,"Lack of access to  inputs","Leads to","Reduced crop productivity/failure","Improved varieties are either rarely reaching the target users in sufficient quantity or are unaffordable. Moreover, these varieties also rarely receive the required fertilizer inputs (in terms of both quantity and type) and agronomic practices to produce their potential yield. Application of micronutrients to date is non-existent despite the fact that there is a huge land area in the highlands with calcareous and other problematic soils"
1901,"Highland Mixed",SSA,"Lack of access to improved crop varieties","Leads to","Reduced produce quality","Improved varieties are either rarely reaching the target users in sufficient quantity or are unaffordable. Moreover, these varieties also rarely receive the required fertilizer inputs (in terms of both quantity and type) and agronomic practices to produce their potential yield. Application of micronutrients to date is non-existent despite the fact that there is a huge land area in the highlands with calcareous and other problematic soils"
1902,"Highland Mixed",SSA,"Low levels of climate change awareness at the farmer level","Is mitigated by","Improve networking and knowledge exchange","The very recent expansion of mobile phones, including in remote highlands, along with radio services (e.g. farm radio) is expected to revolutionize knowledge flow and market linkages for rural communities across the highland mixed farming system."
1903,"Highland Mixed",SSA,"Unsustainable land management practices","Is mitigated by","Diversify livestock","Therefore, crop-livestock producers, agricultural practitioners, the Ethiopian government and partner organizations need to give due attention for agricultural extension service, investment for supplementary irrigation and integrated mixed crop-livestock systems."
1904,"Highland Mixed",SSA,"High illiteracy rates","Is mitigated by","Invest in irrigation infrastructure","In the case of Ethiopia ducation    of    the    household    head    increases    the    probability   of   adapting   to   climate   change.   Education   significantly  increases  the  use  of  irrigation  practice  as  climate  change  adaptation  methods."
1905,"Highland Mixed",SSA,"High poverty levels 






","Is mitigated by","Diversify livestock","Households with a livestock component to their farm had a lower prevalence of severe food insecurity and higher diet diversity scores and lower poverty levels."
1906,"Highland Mixed",SSA,"Reliance on rainfed agriculture","Is mitigated by","Invest in irrigation infrastructure","Irrigated agriculture in Highland Mixed system has significant potential to increase agricultural production, income and food security."
