"FS name",FS macro region,"From","Link type","To","Description"
"Root Crop",SSA,"Frequent bushfires","Leads to","Land degradation","Increased deforestaion and land degradation increased undermining the sustainability  and productivity of the farming system"
"Root Crop",SSA,"High disease prevalence","Leads to","Reduced crop productivity/failure","The four crops in root and tuber crops have common and unique challenges related to quality seed production, new variety adoption, losses due to insects and diseases leading to low productivity."
"Root Crop",SSA,"Reliance on rainfed agriculture","Leads to","Reduced crop productivity/failure","Production is predominantly rainfed on small plots hence production is dependent on rainfall variabilities. "
"Root Crop",SSA,"Lack of access to  inputs ","Leads to","Reduced crop productivity/failure","Yields are low by global standards, mainly due to the prevalence of traditional subsistence farming techniques with little or no use of inputs."
"Root Crop",SSA,"Lack of access to  inputs ","Leads to","Unpredictable planting period","Yam production is constrained by limited availability and cost of planting material leading to unpredictable planting seasons."
"Root Crop",SSA,"Lack of road infrastructure","Leads to","Loss of income","Underinvestment in rural infrastructure including roads, storage and processing facilities generates high transaction costs and renders smallholder farmers less competitive in the export market"
"Root Crop",SSA,"High poverty levels 






","Is mitigated by","Diversify livelihoods","Adoption of other livelihood sourcse such as beekeeping, poultry production and mushroom cultivation."
"Root Crop",SSA,"High poverty levels 






","Is mitigated by","Adopt high yielding varieties","Increased productivity requires wider use of high-yielding crop varieties coupled with integrated soil fertility management (ISFM) to replenish declining soil fertility."
"Root Crop",SSA,"Major component of local diet","Is mitigated by","Diversify livelihoods","Diversification of livelihood reduce the risk of food insecurity "
"Root Crop",SSA,"Major component of local diet","Is mitigated by","Diversify markets","Diversified product attract diverse markets"
"Root Crop",SSA,"Major component of local diet","Is mitigated by","Policy reform
","Promote polices that enhance production and marketing of the staple diet"
"Root Crop",SSA,"Reliance on rainfed agriculture","Is mitigated by","Develop policies for building climate change resilience","Promote climate resilence for policies affecting tuber crop prodution"
"Root Crop",SSA,"Unequal opportunities for women ","Is mitigated by","Increase awareness of gender equality ","Gender inequality as women typically farm less valuable crops such as sweet potatoes. Men dominate higher value crops such as yams."
"Root Crop",SSA,"Unequal opportunities for women ","Is mitigated by","Remove barriers to women's access to markets","Build market systems that can transform  women tuber crop enterprises"
"Root Crop",SSA,"Unequal opportunities for women ","Is mitigated by","Policy reform
","Policy reform is needed to improve women's access to improved varieties and education."
"Root Crop",SSA,"High illiteracy rates ","Is mitigated by","Promote literacy ","Promote education awareness among the producers especially women"
"Root Crop",SSA,"Reliance on rainfed agriculture","Is mitigated by","Implement climate smart agriculture practices





","Implementing climate-smart technologies such as irrigation, wate harvesting and mulching would reduces losses reduce to climate variabilities "
"Root Crop",SSA,"Reliance on rainfed agriculture","Is mitigated by","Plant multiple varieties","Shift extension advice from individual crops to multiple crops to enhance farmer resilience and stable production"
"Root Crop",SSA,"Reliance on rainfed agriculture","Is mitigated by","Plant multiple crop types","Crop diversification to enhance productivity and adapt to changes in seasons and growing period"
"Root Crop",SSA,"Reliance on rainfed agriculture","Is mitigated by","Adopt drought tolerant varieties






","Drought resistant varieties that can withstand unprecedented drought events"
"Root Crop",SSA,"Reliance on rainfed agriculture","Is mitigated by","Adjust crop calendar
","Implementing changes in crop calendar in response to climate variabilities"
"Root Crop",SSA,"Reliance on rainfed agriculture","Is mitigated by","Invest in water harvesting and storage infrastructure","Water harvesting technologies will enhance productivity when growing period is interupted by climate change."
"Root Crop",SSA,"Reliance on rainfed agriculture","Is mitigated by","Develop/improve early warning systems","Early warning sytsems informing on crop varieties and cropiing calendar to minimise losses"
"Root Crop",SSA,"Reliance on rainfed agriculture","Is mitigated by","Implement conservation agriculture practices","Semi-permanent water collection basins i.e. micro-catchments creating water rentions for prolonged production season"
"Root Crop",SSA,"Reliance on rainfed agriculture","Is mitigated by","Adopt early maturing varieties","Promoting early maturing varieties to address shorter growing seasonas as a result of climate change"
"Root Crop",SSA,"Crop is highly susceptible to pests ","Is mitigated by","Adopt pest tolerant varieties","Promote adoption of  pest  and disease resistants varieties in most regions to reduce  the risks and  enhance productivity"
"Root Crop",SSA,"Crop is highly susceptible to diseases ","Is mitigated by","Adopt disease tolerant varieties","Promote adoption of  pest  and disease resistants varieties in most regions to reduce  the risks and  enhance productivity"
