ID,"Label","Type","Type-1","Type-2","Tags","Description"
1486,"Improve climate change awareness","SSA Highland Perennial","Adaptation option","Human capital","Human capacity, capacity building","Early warning systems based on targeted climate services can be effective for disaster risk reduction, social protection programmes, and managing risks to health and food systems)"
1487,"Implement conservation agriculture practices","SSA Highland Perennial","Adaptation option","Human capital",,
1488,"Adopt disease tolerant varieties","SSA Highland Perennial","Adaptation option","Human capital",,
1489,"Adopt pest tolerant breeds","SSA Highland Perennial","Adaptation option","Human capital",,
1490,"Implement efficient water management","SSA Highland Perennial","Adaptation option","Human capital",,
1491,"Promote literacy ","SSA Highland Perennial","Adaptation option","Human capital","Market accesss, human capacity","Market liberalization in the late 1990s, and the significant investments across the region in education and health during the 2010s, have resulted in significant gains in agricultural and labour productivity."
1492,"Improve access to climate information services","SSA Highland Perennial","Adaptation option","Political capital ","Technology, Research and development","Improve predictions in changes in temperature and soil moisture in the Kenyan highlands."
1493,"Improve access to agricultural extension services","SSA Highland Perennial","Adaptation option","Political capital ",,
1494,"Improve interprovincial interventions","SSA Highland Perennial","Adaptation option","Political capital ",,
1495,"Diversify markets","SSA Highland Perennial","Adaptation option","Financial capital","Market access","Where market infrastructure is sufficiently well developed, the highland perennial farming system has raised incomes through diversification into higher value cash crops, particularly horticulture, smallholder dairy, high quality coffee and smallholder tea."
1496,"Farmers engaged in agri system","SSA Highland Perennial","Exposure ",,,"Tea is Kenya’s principal agricultural industry, employing over 2 million people. About 60% of tea cultivation is managed under smallholder units. Tea production offers direct and/or indirect employment to over 10% of the population. The continued viability of the sector is critical to Kenya’s rural economy and the livelihood of 500 000 farm families."
1497,"Area of land used","SSA Highland Perennial","Exposure ",,,"In Kenya, by 2012, approximately 190 717 ha were covered by tea plants, comprising approximately 124 985 ha of smallholder growers and 65 732 ha of large estates"
1498,"Risk to farmers of loss of livelihoods due to Climate Change","SSA Highland Perennial","Risk",,,"Average rural population density is the highest in rainfed Africa, and average farm size in many parts of the East African highlands has fallen to a critical threshold that no longer supports purely agricultural livelihoods.Agriculture is also the backbone of Africa’s economy and accounts for the majority of livelihoods across the continent. Africa is therefore an exposure and vulnerability “hot spot” for climate variability and change impacts."
1499,"Risk to farmers of food insecurity due to Climate Change","SSA Highland Perennial","Risk",,,"In the drought-prone sub-Saharan African countries, the number of undernourished people has increased by 45.6% since 2012"
1500,"Risk to farmers of chronic poverty due to Climate Change","SSA Highland Perennial","Risk",,,
1501,"`""Increase in extreme rainfall events","SSA Maize Mixed","Hazard","Rainfall related","Rainfall related","Increased frequency and intensity of heavy rainfall events is reported in all regions"
1502,"Increase in drought events","SSA Maize Mixed","Hazard","Rainfall related","Temperature related","Increased frequency and intensity.  Droughts and floods have increased in frequency and intensity over the last two decades and adversely impacted food and water security."
1503,"Increasingly erratic rainfall","SSA Maize Mixed","Hazard","Rainfall related","Rainfall related","Increase in extreme rainfall events is causing soil erosion and water logging in some maize growing areas"
1504,"Decrease in average precipitation","SSA Maize Mixed","Hazard","Rainfall related","Rainfall related","Increase in no. of consecutive dry days (threshold: 40 days).  Mean annual rainfall has decreased by an average rate of 2 mm per month every decade since 1960. Projected decrease in September–October rainfall and increase in December– February rainfall, particularly in the northeast."
1505,"Increase in extreme heat (no. of hot days)","SSA Maize Mixed","Hazard","Temperature related","Temperature related","Increase in number of hot days and nights in the lowlands (threshold: 35°C) .Hot days are projected to occur on 15‐29% of days by 2060. Number of hot days and nights has increased 12% between 1960 and 2003."
1506,"Increase in strong winds","SSA Maize Mixed","Hazard","Wind related","Wind related","Strong winds associated with heavy rainfall events are projected to cause destruction in maize fields.The soils across the major maize production regions are highly susceptible to wind and water erosion"
