ID,"Label","FS name",FS macro region,"Type-1","Description"
1423,"Risk to farmers of chronic poverty due to Climate Change ","Highland Mixed",SSA,"Risk"," In the highland mixed farming system the large population increase has led to a decline in forests, farm productivity and water availability, which has been leading communities to a downward spiral of poverty. In Ethiopia, there are high numbers of people still living in poverty and food insecurity, both chronic and acute. The population is concentrated in rural areas, and livelihoods are highly dependent on rain-fed agriculture, including both crop and livestock production. "
1424,"Risk to farmers of food insecurity due to Climate Change","Highland Mixed",SSA,"Risk","The highland agro-ecologies, is persistently confronted with food insecurity, feed scarcity and land degradation. During heavy rains or drought periods, farmers become vulnerable to food and feed shortfalls. The latest decadal predictions, covering the five-year period from 2020 to 2024, shows continued warming and decreasing rainfall especially over North and Southern Africa, and increased rainfall over the Sahel."
1425,"Increase in extreme rainfall events","Highland Perennial ",SSA,"Hazard","It is projected  that frequency and intensity of heavy rainfall events would increase due to climate change an this will impact on tea production in the highland perennial system.  In Kenya for example the wettest month  will get wetter with 308 millimeters instead of 304 millimeters, while the wettest quarter gets wetter by 20 mm in 2050"
1426,"Increase in hailstorms","Highland Perennial ",SSA,"Hazard","Increase in hail incidences and intensity. Hails detroy tea leaveshence causing huge production losses  estimated at 2.7 million kilograms per year in Kenya"
1427,"Increase in drought events","Highland Perennial ",SSA,"Hazard","With climate change, tea and coffee growing areas will experience increased tempeartures and severity of dry spells. This is likely to lead to 14%–20% loss in yields and 6%–19% plant mortality for tea. Similarly high temperatures are increasing pest attacks in coffee areas hence reducing the qaulity of produce and causing destruction on coffee trees."
1428,"Decrease in average precipitation","Highland Perennial ",SSA,"Hazard","Overall reduction in number of rainy days. In Kenya, climate data collected at KALRO- Tea Research Institute (TRI) for over 58 years, indicates annual rainfall decreased by 4.82 mm per year."
1429,"Increase in average temperatures","Highland Perennial ",SSA,"Hazard","Temperatures in highland areas have increased from 1.38 to 1.68 degrees over the 1966–2006 period. By 2050, projected increase in average temperatures of 1.2–2.2°C. In Kenya, temperatures are projected to increase by  2.3 ºC - 2.5 ºC by  2050 in tea growing areas. In case of Ethiopia mean annual temperature is projected to increase by 1.1-3.1°C by the 2060s and 1.5-5.1°C by the 2090s"
1430,"Increase in frost events","Highland Perennial ",SSA,"Hazard","Frost accounted for tea yield losses of up to 30% for 3 consecutive months in 2012 in Kenya. Radiation frost events occur in depressions and low lying areas where cold air can accumulate"
1431,"Increase in average precipitation","Highland Perennial ",SSA,"Hazard","Increase in intensity and average rainfall between April and October and hailstorm are also associted with heavy rainfall. "
1432,"Increasingly erratic rainfall","Highland Perennial ",SSA,"Hazard",
1433,"Increase in cold spells (no. of cold days)","Highland Perennial ",SSA,"Hazard","  Hailstorms, very low temperatures, and frost are associated reduced yield in tea growing zones"
1434,"Leaching of soil nutrients","Highland Perennial ",SSA,"Impact","Extreme rainfall intensities  and hailstorms are associated  with fertilizer leaching, which increase input costs and reduce productivity"
1435,"Reduced crop productivity/failure","Highland Perennial ",SSA,"Impact"," Hail and frost strip leaves off the shrubs, leaving very little for harvest and leading to job losses.Tea seedlings are obtained from mother bushes. If these mother bushes are damaged by hailstorms or frost, it can be difficult to find planting materials for nurseries. Frost also causes leaves to dry up on the bush. Because hailstorms are associated with heavy rains, they lead to  fertilizer leaching, which can increase input costs. Also, rising temperatures, erratic precipitation, and increasingly more extreme weather events are expected to affect the tea production in Kenya, leading to reduced crop yields."
1436,"Damage to infrastructure","Highland Perennial ",SSA,"Impact"," Most tea estates are connected using weather roads. Extreme rainfall events damage to road and cause some areas to be inaccessible."
1437,"Delays in transportation","Highland Perennial ",SSA,"Impact"," Road damage cause delays in leaf transportation "
1438,"Reduced produce quality","Highland Perennial ",SSA,"Impact"," Delays in tea collection and delivery to the factories cause leaf scorch and reduced tea quality. Changes in temperature and rainfall also disruptions in coffee flowering cycles and prolonged droughts which eventually lowers the produce quantity and quality"
1439,"Increase in soil water deficit","Highland Perennial ",SSA,"Impact","Increase in temperature and decrease is rainfall leds to continued increase in soil water deficit (SWD) over time. On an annual basis, a large SWD, especially in January, February and March is reported leading to significant oscillations in tea production annually"
1440,"Increase in pests ","Highland Perennial ",SSA,"Impact","Warmer temperatures, wetter climates, and increased CO2 levels are likely to increase pests and fungi in tea growing areas.   Coffee rust and berry borer are also affecting coffee production in high altitude areas in East Africa due to increasing temperatures. With climate change, emergence of weeds and pest may necessisate for use of pesticides and fungicides which might negatively affect human health and the environment in the long-term."
1441,"Change in production zone suitability","Highland Perennial ",SSA,"Impact","Temperature change is leading to the loss of optimal production zones for both coffeeand tea . In kenya tea production is likely to shift ffrom  1,500 and 2,100 masl to 2,000 and 2,300 masl by 2050. Suitability for coffee production will also shift across East Africa. Impacts are highly negative for Arabica coffee, with Arabica suitable areas of Mozambique, Uganda and Tanzania almost disappearing >50%, areas of Burundi and Rwanda will be reduced significantly by 20-50 % and Kenya and Ethiopia <15% reduction. For Robusta coffee,Mozambique, Uganda and Tanzania might experience substantially negative impacts, whereas Ethiopia, Kenya, Rwanda and Burundi are more likely to experience gains in Robusta-suitable areas."
